Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2024-04-04 00:00:00+09:00,1183.0582377772178,1190.7279832409274,1171.5536195816533,1188.810546875,19800,0.0,0.0
2024-04-05 00:00:00+09:00,1177.3058418367348,1184.016868622449,1167.7186607142858,1174.4296875,20200,0.0,0.0
2024-04-08 00:00:00+09:00,1177.3058303957062,1185.9342933220591,1175.38839418985,1179.2232666015625,13700,0.0,0.0
2024-04-09 00:00:00+09:00,1179.2233224136614,1180.182040561965,1172.512295375535,1176.34716796875,13800,0.0,0.0
2024-04-10 00:00:00+09:00,1176.3472018050834,1179.2233563327243,1171.5536109256823,1172.5123291015625,13400,0.0,0.0
2024-04-11 00:00:00+09:00,1170.5949565915205,1185.9344482421875,1168.6775201351873,1185.9344482421875,15700,0.0,0.0
2024-04-12 00:00:00+09:00,1188.8105038966994,1188.8105038966994,1173.4710135238386,1176.34716796875,20200,0.0,0.0
2024-04-15 00:00:00+09:00,1168.677389385059,1180.1820068359375,1167.7186712641526,1180.1820068359375,19000,0.0,0.0
2024-04-16 00:00:00+09:00,1171.5534783358598,1180.1819409422612,1156.2139892578125,1156.2139892578125,30000,0.0,0.0
2024-04-17 00:00:00+09:00,1166.7599450437815,1166.7599450437815,1140.8745559589975,1142.7919921875,26300,0.0,0.0
2024-04-18 00:00:00+09:00,1140.8746955777392,1164.8426513671875,1140.8746955777392,1164.8426513671875,17900,0.0,0.0
2024-04-19 00:00:00+09:00,1160.0489182440226,1164.842508815279,1138.957119730495,1142.7919921875,30300,0.0,0.0
2024-04-22 00:00:00+09:00,1157.1728397784846,1161.9664306640625,1145.6682216530978,1161.9664306640625,22500,0.0,0.0
2024-04-23 00:00:00+09:00,1163.8837776465725,1171.5535224745565,1161.9663414395766,1168.6773681640625,14300,0.0,0.0
2024-04-24 00:00:00+09:00,1172.5122627633516,1172.5122627633516,1162.925081546971,1169.6361083984375,16900,0.0,0.0
2024-04-25 00:00:00+09:00,1165.8012579340705,1170.5948486328125,1163.8838216545735,1170.5948486328125,8200,0.0,0.0
2024-04-26 00:00:00+09:00,1170.5949061788008,1170.5949061788008,1153.3379788149855,1157.1728515625,70400,0.0,0.0
2024-04-30 00:00:00+09:00,1155.2554591378464,1164.8426413713555,1154.2967409144953,1159.09033203125,9800,0.0,0.0
2024-05-01 00:00:00+09:00,1159.090242486251,1165.80126953125,1154.2966517398231,1165.80126953125,9900,0.0,0.0
2024-05-02 00:00:00+09:00,1167.7187618749356,1172.5123528514337,1162.9251708984375,1162.9251708984375,29800,0.0,0.0
2024-05-07 00:00:00+09:00,1170.5949061788008,1170.5949061788008,1153.3379788149855,1157.1728515625,16200,0.0,0.0
2024-05-08 00:00:00+09:00,1155.255348991318,1160.048939651033,1154.296630859375,1154.296630859375,17300,0.0,0.0
2024-05-09 00:00:00+09:00,1160.048939651033,1160.048939651033,1151.420476463546,1154.296630859375,15800,0.0,0.0
2024-05-10 00:00:00+09:00,1163.8838788706503,1163.8838788706503,1150.4618242543495,1157.1728515625,17100,0.0,0.0
2024-05-13 00:00:00+09:00,1153.3379232107116,1161.9663864766271,1150.4617687887398,1160.0489501953125,13400,0.0,0.0
2024-05-14 00:00:00+09:00,1160.0489501953125,1160.0489501953125,1149.5030506480825,1160.0489501953125,21400,0.0,0.0
2024-05-15 00:00:00+09:00,1160.0489513152236,1160.0489513152236,1149.5030517578125,1149.5030517578125,9300,0.0,0.0
2024-05-16 00:00:00+09:00,1152.3791956170107,1159.0902225465607,1140.8745780234965,1143.750732421875,26600,0.0,0.0
2024-05-17 00:00:00+09:00,1142.792124243531,1153.3380247189325,1142.792124243531,1148.54443359375,15200,0.0,0.0
2024-05-20 00:00:00+09:00,1148.544322067717,1158.131503387147,1145.6681676718879,1154.296630859375,10400,0.0,0.0
2024-05-21 00:00:00+09:00,1158.131559475177,1158.131559475177,1149.5030958698155,1151.4205322265625,17000,0.0,0.0
2024-05-22 00:00:00+09:00,1151.420544066158,1155.2554168190845,1144.7095167485368,1146.626953125,14400,0.0,0.0
2024-05-23 00:00:00+09:00,1146.6268868202535,1150.461759351425,1141.8332961562892,1143.750732421875,12700,0.0,0.0
2024-05-24 00:00:00+09:00,1140.8746337890625,1147.585661046645,1140.8746337890625,1140.8746337890625,10000,0.0,0.0
2024-05-27 00:00:00+09:00,1142.7920803720735,1148.5443895014632,1140.8746439956103,1146.626953125,8400,0.0,0.0
2024-05-28 00:00:00+09:00,1146.6269193522137,1150.4617919921875,1142.7920467122397,1150.4617919921875,7100,0.0,0.0
