Price,Close,High,Low,Open,Volume
Ticker,RB=F,RB=F,RB=F,RB=F,RB=F
Date,,,,,
2024-04-04,2.7941999435424805,2.8062000274658203,2.739300012588501,2.763400077819824,54493
2024-04-05,2.788599967956543,2.817199945449829,2.7716000080108643,2.8020999431610107,70727
2024-04-08,2.7486000061035156,2.7844998836517334,2.7239999771118164,2.7644999027252197,69419
2024-04-09,2.7555999755859375,2.776599884033203,2.7392001152038574,2.750499963760376,70206
2024-04-10,2.781599998474121,2.7901999950408936,2.72760009765625,2.7537999153137207,68069
2024-04-11,2.7741000652313232,2.8066999912261963,2.7502999305725098,2.7855000495910645,51898
2024-04-12,2.8029000759124756,2.851599931716919,2.7836999893188477,2.7873001098632812,56114
2024-04-15,2.783900022506714,2.8222999572753906,2.7418999671936035,2.809999942779541,46650
2024-04-16,2.8222999572753906,2.823899984359741,2.7781999111175537,2.794800043106079,72197
2024-04-17,2.7286999225616455,2.8229000568389893,2.721100091934204,2.818000078201294,57861
2024-04-18,2.71370005607605,2.7448999881744385,2.690500020980835,2.733099937438965,51719
2024-04-19,2.7102999687194824,2.785900115966797,2.6812000274658203,2.7065000534057617,39649
2024-04-22,2.6854000091552734,2.7149999141693115,2.664900064468384,2.708899974822998,35851
2024-04-23,2.7253000736236572,2.7304000854492188,2.645400047302246,2.6956000328063965,30755
2024-04-24,2.734299898147583,2.742799997329712,2.710599899291992,2.7260000705718994,27608
2024-04-25,2.75819993019104,2.768199920654297,2.711400032043457,2.7351999282836914,31126
2024-04-26,2.7646000385284424,2.780900001525879,2.7465999126434326,2.76990008354187,29067
2024-04-29,2.748699903488159,2.780100107192993,2.7404000759124756,2.763000011444092,25395
2024-04-30,2.7107999324798584,2.755000114440918,2.68149995803833,2.754699945449829,84439
2024-05-01,2.577399969100952,2.6833999156951904,2.573899984359741,2.680299997329712,99013
2024-05-02,2.5964999198913574,2.6070001125335693,2.567699909210205,2.5754001140594482,77987
2024-05-03,2.5550999641418457,2.6233999729156494,2.548099994659424,2.598900079727173,83125
2024-05-06,2.588200092315674,2.592900037765503,2.5434999465942383,2.551300048828125,62535
2024-05-07,2.5434000492095947,2.5950000286102295,2.5283000469207764,2.586699962615967,85116
2024-05-08,2.5318000316619873,2.5418999195098877,2.482599973678589,2.5387001037597656,81069
2024-05-09,2.541800022125244,2.565500020980835,2.5299999713897705,2.54259991645813,56774
2024-05-10,2.4997000694274902,2.568000078201294,2.4960999488830566,2.549299955368042,70252
2024-05-13,2.510499954223633,2.5313000679016113,2.491300106048584,2.509999990463257,64091
2024-05-14,2.4595999717712402,2.5190999507904053,2.45169997215271,2.516200065612793,62981
2024-05-15,2.496799945831299,2.505000114440918,2.442699909210205,2.4728000164031982,58000
2024-05-16,2.5378000736236572,2.5439999103546143,2.5009000301361084,2.5009000301361084,61883
2024-05-17,2.574199914932251,2.5799999237060547,2.5394999980926514,2.542799949645996,44892
2024-05-20,2.539900064468384,2.5829999446868896,2.525599956512451,2.5785999298095703,41808
2024-05-21,2.509999990463257,2.5457000732421875,2.489500045776367,2.5432000160217285,30942
2024-05-22,2.4677999019622803,2.508699893951416,2.461400032043457,2.5018999576568604,37726
2024-05-23,2.469399929046631,2.513200044631958,2.454400062561035,2.4646999835968018,32147
2024-05-24,2.4842000007629395,2.5020999908447266,2.4500999450683594,2.4756999015808105,29985
2024-05-28,2.509000062942505,2.5262999534606934,2.4846999645233154,2.4964001178741455,32664
2024-05-29,2.464400053024292,2.533099889755249,2.457200050354004,2.5204999446868896,21063
2024-05-30,2.404599905014038,2.46560001373291,2.3989999294281006,2.464400053024292,18176
2024-05-31,2.4260001182556152,2.4365999698638916,2.3935000896453857,2.398699998855591,68565
2024-06-03,2.335599899291992,2.440000057220459,2.3299999237060547,2.420099973678589,74965
2024-06-04,2.3494999408721924,2.3570001125335693,2.2985000610351562,2.3317999839782715,82468
2024-06-05,2.353600025177002,2.3645999431610107,2.326200008392334,2.3290998935699463,62404
2024-06-06,2.3975000381469727,2.4031999111175537,2.355299949645996,2.3649001121520996,50441
2024-06-07,2.3826000690460205,2.4149999618530273,2.3740999698638916,2.4031999111175537,60499
2024-06-10,2.410900115966797,2.427500009536743,2.3722000122070312,2.376699924468994,62153
2024-06-11,2.408900022506714,2.4296000003814697,2.386899948120117,2.426500082015991,55872
2024-06-12,2.394399881362915,2.45169997215271,2.3882999420166016,2.4272000789642334,62454
2024-06-13,2.415600061416626,2.423099994659424,2.3673999309539795,2.3942999839782715,49054
2024-06-14,2.399600028991699,2.4470999240875244,2.3987998962402344,2.4082999229431152,44392
2024-06-17,2.446899890899658,2.4523000717163086,2.381999969482422,2.4065001010894775,39273
2024-06-18,2.4832000732421875,2.4944000244140625,2.4300999641418457,2.4600000381469727,30421
2024-06-20,2.5007998943328857,2.5174999237060547,2.4860000610351562,2.4941999912261963,37212
2024-06-21,2.513700008392334,2.5388998985290527,2.492000102996826,2.5023000240325928,29495
2024-06-24,2.5114998817443848,2.5216000080108643,2.4858999252319336,2.515000104904175,28043
2024-06-25,2.514699935913086,2.534600019454956,2.4955999851226807,2.5151000022888184,26999
2024-06-26,2.544600009918213,2.555799961090088,2.498300075531006,2.504499912261963,26675
2024-06-27,2.545599937438965,2.581700086593628,2.5316998958587646,2.536600112915039,25599
2024-06-28,2.529099941253662,2.565999984741211,2.5209999084472656,2.546600103378296,76329
2024-07-01,2.5782999992370605,2.5801000595092773,2.509000062942505,2.5099000930786133,93819
2024-07-02,2.5734000205993652,2.615000009536743,2.56820011138916,2.5731000900268555,76693
2024-07-03,2.601300001144409,2.6029000282287598,2.539799928665161,2.575500011444092,84692
2024-07-05,2.5590999126434326,2.6217000484466553,2.5566000938415527,2.5845999717712402,74784
2024-07-08,2.537899971008301,2.5739998817443848,2.5255000591278076,2.563999891281128,72622
2024-07-09,2.527400016784668,2.5604000091552734,2.5188000202178955,2.5341999530792236,80101
2024-07-10,2.5034000873565674,2.533400058746338,2.4921000003814697,2.5329999923706055,80251
2024-07-11,2.5178000926971436,2.528599977493286,2.4914000034332275,2.509999990463257,49124
2024-07-12,2.5153000354766846,2.539599895477295,2.509000062942505,2.5248000621795654,53740
2024-07-15,2.4916000366210938,2.520900011062622,2.4807000160217285,2.512700080871582,60060
2024-07-16,2.4774999618530273,2.495699882507324,2.444000005722046,2.4939000606536865,66910
2024-07-17,2.501300096511841,2.5088000297546387,2.45740008354187,2.4670000076293945,49779
2024-07-18,2.516400098800659,2.521399974822998,2.481100082397461,2.5081000328063965,53419
2024-07-19,2.4504001140594482,2.5241000652313232,2.4475998878479004,2.50570011138916,43609
2024-07-22,2.470599889755249,2.473400115966797,2.4182000160217285,2.456199884414673,46890
2024-07-23,2.414099931716919,2.4728000164031982,2.412600040435791,2.4665000438690186,38376
2024-07-24,2.4514999389648438,2.4677000045776367,2.4260001182556152,2.437700033187866,33577
2024-07-25,2.467600107192993,2.4730000495910645,2.406100034713745,2.4442999362945557,35448
2024-07-26,2.4605000019073486,2.482100009918213,2.4302000999450684,2.472100019454956,35403
2024-07-29,2.415299892425537,2.471100091934204,2.413300037384033,2.4565000534057617,30822
2024-07-30,2.3870999813079834,2.4202001094818115,2.3696999549865723,2.414799928665161,25605
2024-07-31,2.4820001125335693,2.489799976348877,2.3945000171661377,2.3945000171661377,97849
2024-08-01,2.3980000019073486,2.469099998474121,2.3940999507904053,2.4619998931884766,90155
2024-08-02,2.3176000118255615,2.423099994659424,2.304500102996826,2.4102001190185547,83393
2024-08-05,2.3336000442504883,2.359800100326538,2.2581000328063965,2.329699993133545,87363
2024-08-06,2.326200008392334,2.373300075531006,2.307300090789795,2.3552000522613525,62533
2024-08-07,2.357300043106079,2.3784000873565674,2.2962000370025635,2.307800054550171,72558
2024-08-08,2.399199962615967,2.4103000164031982,2.3457999229431152,2.365000009536743,83668
2024-08-09,2.3903000354766846,2.4084999561309814,2.36929988861084,2.393899917602539,74924
2024-08-12,2.4428999423980713,2.444200038909912,2.3877999782562256,2.397200107574463,74913
2024-08-13,2.3747000694274902,2.440999984741211,2.367500066757202,2.436300039291382,74827
2024-08-14,2.3210999965667725,2.3945000171661377,2.3157999515533447,2.3824000358581543,63821
2024-08-15,2.3580000400543213,2.372299909591675,2.3132998943328857,2.3350000381469727,46468
2024-08-16,2.3101999759674072,2.365600109100342,2.3071000576019287,2.3557000160217285,43427
2024-08-19,2.2637999057769775,2.3183999061584473,2.25570011138916,2.3162999153137207,51595
2024-08-20,2.2562999725341797,2.282099962234497,2.2328999042510986,2.2760000228881836,34745
2024-08-21,2.2049999237060547,2.2614998817443848,2.180999994277954,2.2511000633239746,39834
2024-08-22,2.2437000274658203,2.2492001056671143,2.1907999515533447,2.2040998935699463,34263
2024-08-23,2.285099983215332,2.2890000343322754,2.2358999252319336,2.239500045776367,30190
2024-08-26,2.279900074005127,2.3322999477386475,2.2783000469207764,2.2983999252319336,38279
2024-08-27,2.2469000816345215,2.2967000007629395,2.2274999618530273,2.283400058746338,31578
2024-08-28,2.2147998809814453,2.2493999004364014,2.1944000720977783,2.2469000816345215,16814
2024-08-29,2.2476999759674072,2.2639999389648438,2.1982998847961426,2.2090001106262207,18388
2024-08-30,2.211699962615967,2.2672998905181885,2.2028000354766846,2.244999885559082,107614
2024-09-03,1.9776999950408936,2.093600034713745,1.9648000001907349,2.093600034713745,106325
2024-09-04,1.9617999792099,2.001300096511841,1.9460999965667725,1.9781999588012695,72794
2024-09-05,1.9257999658584595,1.9733999967575073,1.9141000509262085,1.9488999843597412,64096
