Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2024-04-05 00:00:00+00:00,0.06030099838972092,0.060412000864744186,0.05813699960708618,0.05973299965262413,0,0.0,0.0
2024-04-06 00:00:00+00:00,0.05973299965262413,0.06125099956989288,0.0594169981777668,0.060662999749183655,0,0.0,0.0
2024-04-07 00:00:00+00:00,0.060662999749183655,0.06181500107049942,0.06060599908232689,0.061055999249219894,0,0.0,0.0
2024-04-08 00:00:00+00:00,0.061055999249219894,0.06396599858999252,0.06085300073027611,0.06305400282144547,0,0.0,0.0
2024-04-09 00:00:00+00:00,0.06305400282144547,0.06312700361013412,0.060145001858472824,0.06085300073027611,0,0.0,0.0
2024-04-10 00:00:00+00:00,0.06085300073027611,0.06251899898052216,0.059491001069545746,0.062157999724149704,0,0.0,0.0
2024-04-11 00:00:00+00:00,0.062157999724149704,0.06267999857664108,0.06123900040984154,0.0616770014166832,0,0.0,0.0
2024-04-12 00:00:00+00:00,0.0616770014166832,0.06266800314188004,0.05788499861955643,0.06049799919128418,2,0.0,0.0
2024-04-13 00:00:00+00:00,0.06049799919128418,0.061108000576496124,0.05483900010585785,0.057672999799251556,2,0.0,0.0
2024-04-14 00:00:00+00:00,0.057672999799251556,0.07897300273180008,0.05607299879193306,0.0788320004940033,127,0.0,0.0
2024-04-15 00:00:00+00:00,0.0788320004940033,0.08021800220012665,0.054322000592947006,0.05522000044584274,129,0.0,0.0
2024-04-16 00:00:00+00:00,0.05522000044584274,0.05592599883675575,0.05370999872684479,0.05546100065112114,6,0.0,0.0
2024-04-17 00:00:00+00:00,0.05546100065112114,0.056053001433610916,0.05214900150895119,0.053293999284505844,0,0.0,0.0
2024-04-18 00:00:00+00:00,0.053293999284505844,0.05570000037550926,0.05293799936771393,0.05525000020861626,0,0.0,0.0
2024-04-19 00:00:00+00:00,0.05525000020861626,0.05693800002336502,0.05195000022649765,0.05556600168347359,0,0.0,0.0
2024-04-20 00:00:00+00:00,0.05556600168347359,0.0568929985165596,0.054983001202344894,0.05653199926018715,0,0.0,0.0
2024-04-21 00:00:00+00:00,0.05653199926018715,0.05717200040817261,0.0559299997985363,0.05650600045919418,0,0.0,0.0
2024-04-22 00:00:00+00:00,0.05650600045919418,0.058483000844717026,0.05617700144648552,0.05814699828624725,0,0.0,0.0
2024-04-23 00:00:00+00:00,0.05814699828624725,0.05844400078058243,0.05602800101041794,0.05644400045275688,7,0.0,0.0
2024-04-24 00:00:00+00:00,0.05644400045275688,0.0569860003888607,0.05407800152897835,0.054620999842882156,6,0.0,0.0
2024-04-25 00:00:00+00:00,0.054620999842882156,0.05499900132417679,0.04400600120425224,0.04515400156378746,5,0.0,0.0
2024-04-26 00:00:00+00:00,0.04515400156378746,0.0453529991209507,0.04435399919748306,0.044631000608205795,4,0.0,0.0
2024-04-27 00:00:00+00:00,0.044631000608205795,0.04472000151872635,0.04369699954986572,0.044394999742507935,0,0.0,0.0
2024-04-28 00:00:00+00:00,0.044394999742507935,0.04665200039744377,0.04437299817800522,0.04605799913406372,7,0.0,0.0
2024-04-29 00:00:00+00:00,0.04605799913406372,0.046831998974084854,0.045159999281167984,0.046594999730587006,94,0.0,0.0
2024-04-30 00:00:00+00:00,0.046594999730587006,0.04719499871134758,0.04361100122332573,0.04433700069785118,82,0.0,0.0
2024-05-01 00:00:00+00:00,0.04433700069785118,0.0443589985370636,0.04131200164556503,0.04253600165247917,0,0.0,0.0
2024-05-02 00:00:00+00:00,0.04253600165247917,0.04346099868416786,0.04159500077366829,0.04326799884438515,0,0.0,0.0
2024-05-03 00:00:00+00:00,0.04326799884438515,0.04615899920463562,0.042987000197172165,0.04590899869799614,0,0.0,0.0
2024-05-04 00:00:00+00:00,0.04590899869799614,0.04702699929475784,0.04574299976229668,0.04663899913430214,0,0.0,0.0
2024-05-05 00:00:00+00:00,0.04663899913430214,0.047136999666690826,0.04599500074982643,0.04675300046801567,0,0.0,0.0
2024-05-06 00:00:00+00:00,0.04675300046801567,0.04778699949383736,0.04593399912118912,0.04612300172448158,0,0.0,0.0
2024-05-07 00:00:00+00:00,0.04612300172448158,0.04697500169277191,0.04549900069832802,0.04549900069832802,0,0.0,0.0
2024-05-08 00:00:00+00:00,0.04549900069832802,0.0459429994225502,0.04445900022983551,0.04464999958872795,0,0.0,0.0
2024-05-09 00:00:00+00:00,0.04464999958872795,0.046247001737356186,0.044353000819683075,0.04605799913406372,0,0.0,0.0
2024-05-10 00:00:00+00:00,0.04605799913406372,0.04627599939703941,0.04400699958205223,0.04437600076198578,0,0.0,0.0
2024-05-11 00:00:00+00:00,0.04437600076198578,0.04479900002479553,0.04416299983859062,0.04437600076198578,0,0.0,0.0
2024-05-12 00:00:00+00:00,0.04437600076198578,0.045076001435518265,0.044266000390052795,0.044780001044273376,0,0.0,0.0
