Date;fuel_data;logret_fuel_data
04.04.2025;2.159899950027466;
03.04.2025;2.302500009536743;0.06393359209766604
02.04.2025;2.34470009803772;0.01816201046779867
01.04.2025;2.311199903488159;-0.014390675345468862
31.03.2025;2.286099910736084;-0.01091955851014918
28.03.2025;2.2578001022338867;-0.012456336775793652
27.03.2025;2.247999906539917;-0.004350042668945935
26.03.2025;2.246000051498413;-0.0008900112114763869
25.03.2025;2.224100112915039;-0.009798489070069444
24.03.2025;2.213000059127808;-0.005003302387820627
21.03.2025;2.2049999237060547;-0.003621613488927162
20.03.2025;2.196500062942505;-0.003862261208864902
19.03.2025;2.186300039291382;-0.004654577817177071
18.03.2025;2.2067999839782715;0.009332859883637176
17.03.2025;2.186500072479248;-0.00924137013661343
14.03.2025;2.1526999473571777;-0.01557928125542165
13.03.2025;2.1610000133514404;0.003848239939170728
12.03.2025;2.1572999954223637;-0.0017136460306183988
11.03.2025;2.130599975585937;-0.012453818936306014
10.03.2025;2.1338999271392822;0.0015476385448632503
07.03.2025;2.150500059127808;0.007749143455515775
06.03.2025;2.14520001411438;-0.0024676060304153753
05.03.2025;2.18530011177063;0.018520375334402157
04.03.2025;2.2046000957489014;0.008792959937941689
03.03.2025;2.2488999366760254;0.01989504964605366
28.02.2025;1.985700011253357;-0.12446967714649877
27.02.2025;2.002000093460083;0.008175225098337322
26.02.2025;1.972599983215332;-0.014794266547535842
25.02.2025;2.0350000858306885;0.031143400042949767
24.02.2025;2.04040002822876;0.0026500198297493083
21.02.2025;2.0906999111175537;0.024353014715648293
20.02.2025;2.104399919509888;0.006531457008831948
19.02.2025;2.11299991607666;0.00407834629026533
18.02.2025;2.115000009536743;0.0009461180910449742
14.02.2025;2.129499912261963;0.006832352172552131
13.02.2025;2.115999937057495;-0.006359684929824741
12.02.2025;2.153899908065796;0.017752625468433626
11.02.2025;2.157999992370605;0.0019017535820411529
10.02.2025;2.130800008773804;-0.012684363122224752
07.02.2025;2.1105000972747803;-0.009572567847032422
06.02.2025;2.080199956893921;-0.014460910116473446
05.02.2025;2.10509991645813;0.011898910043939425
04.02.2025;2.111500024795532;0.0030356748761989462
03.02.2025;2.168100118637085;0.026452655559335295
31.01.2025;2.056999921798706;-0.052602690040623845
30.01.2025;2.0625;0.0026702665730376747
29.01.2025;2.061300039291382;-0.0005819684422389537
28.01.2025;2.060400009155273;-0.00043672763172247244
27.01.2025;2.060499906539917;4.848328603334202e-05
24.01.2025;2.066999912261963;0.0031496118138167528
23.01.2025;2.0836000442504883;0.007998949873827379
22.01.2025;2.097899913787842;0.006839615174874554
21.01.2025;2.1298999786376958;0.015138216931406021
17.01.2025;2.132699966430664;0.0013137466484149582
16.01.2025;2.17549991607666;0.019869717720910833
15.01.2025;2.1744000911712646;-0.0005056782578906411
14.01.2025;2.1233999729156494;-0.02373424150197595
13.01.2025;2.121299982070923;-0.0009894649979162236
10.01.2025;2.102799892425537;-0.008759361038808488
09.01.2025;2.04010009765625;-0.030270864674520604
08.01.2025;2.044600009918213;0.0022033020607976437
07.01.2025;2.0492000579833984;0.0022473251868292314
06.01.2025;2.0804998874664307;0.015158693972645559
03.01.2025;2.0657999515533447;-0.007090658212551021
02.01.2025;2.0729000568389893;0.003431083304731437
31.12.2024;2.004699945449829;-0.03345422402620874
30.12.2024;1.9917000532150269;-0.006505824287673105
27.12.2024;1.9666999578475952;-0.01263158231007268
26.12.2024;1.973600029945373;0.0035023115865714448
24.12.2024;1.9809999465942385;0.003742439351442784
23.12.2024;1.9596999883651731;-0.010810346391595813
20.12.2024;1.9507999420166016;-0.004551879234948535
19.12.2024;1.9535000324249268;0.0013831369804858194
18.12.2024;1.976099967956543;0.011502537005752295
17.12.2024;1.981500029563904;0.0027289594511983213
16.12.2024;2.0020999908447266;0.010342476554367342
13.12.2024;2.013000011444092;0.00542952722006574
12.12.2024;1.9989999532699585;-0.0069791202011935255
11.12.2024;1.993499994277954;-0.0027551471726325397
10.12.2024;1.9726999998092647;-0.010488722297922349
09.12.2024;1.9634000062942505;-0.004725495188923489
06.12.2024;1.9377000331878664;-0.013175947630222286
05.12.2024;1.9515000581741333;0.007096617596637293
04.12.2024;1.979300022125244;0.014144920574379523
03.12.2024;1.9708000421524048;-0.0043036849467250095
02.12.2024;1.9323999881744385;-0.019676825497654395
29.11.2024;2.0;0.03438443298145489
27.11.2024;2.005599975585937;0.00279607512905398
26.11.2024;2.0369999408721924;0.01553485252876299
25.11.2024;2.0636000633239746;0.012973952856762238
22.11.2024;2.080199956893921;0.008011961140286976
21.11.2024;2.092600107192993;0.00594334097478598
20.11.2024;2.071899890899658;-0.00994135516244549
19.11.2024;2.047300100326538;-0.011944107146440256
18.11.2024;2.025500059127808;-0.010705288028394207
15.11.2024;1.993499994277954;-0.015924727883396432
14.11.2024;1.995000004768372;0.0007521677630671488
13.11.2024;1.9850000143051147;-0.005025131386227583
12.11.2024;1.993399977684021;0.004222791010525234
11.11.2024;2.021899938583374;0.014195920659132517
08.11.2024;2.0510001182556152;0.014289903732363673
07.11.2024;2.061800003051758;0.005251852412507552
06.11.2024;2.057699918746948;-0.0019905744563592496
05.11.2024;2.06060004234314;0.0014084083738371638
04.11.2024;2.032900094985962;-0.013533831308522173
01.11.2024;2.024399995803833;-0.004190033484254957
31.10.2024;2.0172998905181885;-0.0035134288982816542
30.10.2024;2.00629997253418;-0.005467713372477845
29.10.2024;1.992300033569336;-0.007002448932051793
28.10.2024;2.052000045776367;0.02952518253451474
25.10.2024;2.0841000080108643;0.015522161611914125
