Price,Close,High,Low,Open,Volume
Ticker,RB=F,RB=F,RB=F,RB=F,RB=F
Date,,,,,
2020-04-06,0.7016000151634216,0.7250000238418579,0.6352999806404114,0.6669999957084656,45409
2020-04-07,0.6481999754905701,0.7348999977111816,0.6349999904632568,0.7057999968528748,57733
2020-04-08,0.6779999732971191,0.7123000025749207,0.6251999735832214,0.6499999761581421,57689
2020-04-09,0.677299976348877,0.7696999907493591,0.6679999828338623,0.7049999833106995,55776
2020-04-13,0.7032999992370605,0.7329000234603882,0.656499981880188,0.7329000234603882,36319
2020-04-14,0.7200000286102295,0.7675999999046326,0.6991999745368958,0.720300018787384,52095
2020-04-15,0.7203999757766724,0.7642999887466431,0.6922000050544739,0.7567999958992004,46308
2020-04-16,0.7050999999046326,0.7749000191688538,0.6955000162124634,0.7157999873161316,53290
2020-04-17,0.7106999754905701,0.7386999726295471,0.6844000220298767,0.7135000228881836,37023
2020-04-20,0.6682999730110168,0.7350000143051147,0.6570000052452087,0.7121000289916992,32385
2020-04-21,0.5102999806404114,0.6881999969482422,0.49399998784065247,0.671999990940094,55808
2020-04-22,0.6384000182151794,0.6700000166893005,0.47380000352859497,0.5699999928474426,44883
2020-04-23,0.6435999870300293,0.7455000281333923,0.6340000033378601,0.6660000085830688,28628
2020-04-24,0.6611999869346619,0.6730999946594238,0.6055999994277954,0.6337000131607056,26308
2020-04-27,0.6482999920845032,0.6723999977111816,0.6323999762535095,0.6450999975204468,17430
2020-04-28,0.6672000288963318,0.6919999718666077,0.628000020980835,0.6466000080108643,16742
2020-04-29,0.7271999716758728,0.7680000066757202,0.6775000095367432,0.6775000095367432,13444
2020-04-30,0.6977999806404114,0.7960000038146973,0.6854000091552734,0.7348999977111816,79165
2020-05-01,0.7663000226020813,0.8029000163078308,0.7400000095367432,0.7800999879837036,54026
2020-05-04,0.8215000033378601,0.840399980545044,0.7408000230789185,0.7621999979019165,55230
2020-05-05,0.9013000130653381,0.9194999933242798,0.8299999833106995,0.8299999833106995,61282
2020-05-06,0.8769000172615051,0.9345999956130981,0.8500000238418579,0.9199000000953674,58321
2020-05-07,0.9314000010490417,0.9648000001907349,0.8704000115394592,0.8847000002861023,63331
2020-05-08,0.9521999955177307,0.9585999846458435,0.9086999893188477,0.925599992275238,51026
2020-05-11,0.9241999983787537,0.9819999933242798,0.916100025177002,0.9599999785423279,51869
2020-05-12,0.9185000061988831,0.9452000260353088,0.8989999890327454,0.9300000071525574,48718
2020-05-13,0.8526999950408936,0.9089999794960022,0.833899974822998,0.9065999984741211,62273
2020-05-14,0.9144999980926514,0.9312999844551086,0.8375999927520752,0.8495000004768372,51178
2020-05-15,0.9702000021934509,0.9745000004768372,0.9164999723434448,0.9275000095367432,47999
2020-05-18,1.0257999897003174,1.0587999820709229,0.9682000279426575,0.9700000286102295,37927
2020-05-19,1.045199990272522,1.0563000440597534,1.0225000381469727,1.0509999990463257,34710
2020-05-20,1.0437999963760376,1.0887999534606934,1.0295000076293945,1.034999966621399,26272
2020-05-21,1.0450999736785889,1.0678999423980713,1.0276000499725342,1.0492000579833984,28297
2020-05-22,1.0382000207901,1.0499999523162842,0.9850999712944031,1.0449999570846558,30456
2020-05-26,1.0489000082015991,1.0757999420166016,1.0182000398635864,1.0312000513076782,25442
2020-05-27,0.9933000206947327,1.0470999479293823,0.972000002861023,1.0470999479293823,18088
2020-05-28,0.9984999895095825,1.0170999765396118,0.9610000252723694,0.973800003528595,15727
2020-05-29,1.0259000062942505,1.062000036239624,0.9758999943733215,0.9909999966621399,58121
2020-06-01,1.0666999816894531,1.0898000001907349,1.0410000085830688,1.0650999546051025,53083
2020-06-02,1.118299961090088,1.1205999851226807,1.065999984741211,1.0671000480651855,52726
2020-06-03,1.1193000078201294,1.135200023651123,1.0916999578475952,1.1102999448776245,54588
2020-06-04,1.1490000486373901,1.1517000198364258,1.105299949645996,1.1150000095367432,42382
2020-06-05,1.2136000394821167,1.2170000076293945,1.141700029373169,1.142799973487854,49669
2020-06-08,1.1950000524520874,1.2444000244140625,1.1913000345230103,1.2129000425338745,59099
2020-06-09,1.2102999687194824,1.2173999547958374,1.1818000078201294,1.2050000429153442,48230
2020-06-10,1.2099000215530396,1.2197999954223633,1.186400055885315,1.2152999639511108,58388
2020-06-11,1.1188000440597534,1.2037999629974365,1.0937999486923218,1.200600028038025,60701
2020-06-12,1.1243000030517578,1.138200044631958,1.0741000175476074,1.1141999959945679,53986
2020-06-15,1.1656999588012695,1.1792000532150269,1.090000033378601,1.1208000183105469,65762
2020-06-16,1.2072999477386475,1.2257000207901,1.1549999713897705,1.1686999797821045,49828
2020-06-17,1.2152999639511108,1.2196999788284302,1.1749999523162842,1.1888999938964844,54764
2020-06-18,1.257699966430664,1.2623000144958496,1.201200008392334,1.2145999670028687,53969
2020-06-19,1.2716000080108643,1.2888000011444092,1.23580002784729,1.2654000520706177,37405
2020-06-22,1.2913000583648682,1.2958999872207642,1.2506999969482422,1.2653000354766846,20028
2020-06-23,1.299399971961975,1.3287999629974365,1.2782000303268433,1.2929999828338623,22235
2020-06-24,1.1964000463485718,1.3056000471115112,1.1794999837875366,1.2919000387191772,23711
2020-06-25,1.194200038909912,1.2100000381469727,1.1354000568389893,1.1878000497817993,20717
2020-06-26,1.1533000469207764,1.2141000032424927,1.1323000192642212,1.2057000398635864,18872
2020-06-29,1.1841000318527222,1.194000005722046,1.1090999841690063,1.1312999725341797,15256
2020-06-30,1.2000999450683594,1.2181999683380127,1.1794999837875366,1.190000057220459,62918
2020-07-01,1.2168999910354614,1.2496999502182007,1.1920000314712524,1.2193000316619873,63015
2020-07-02,1.2591999769210815,1.2625000476837158,1.2092000246047974,1.2222000360488892,59410
2020-07-06,1.2408000230789185,1.2791999578475952,1.2317999601364136,1.24399995803833,61361
2020-07-07,1.274999976158142,1.28410005569458,1.228600025177002,1.2444000244140625,64379
2020-07-08,1.2908999919891357,1.2973999977111816,1.2640999555587769,1.2702000141143799,65788
2020-07-09,1.250499963760376,1.2954000234603882,1.2455999851226807,1.2888000011444092,68163
2020-07-10,1.2831000089645386,1.291100025177002,1.2244999408721924,1.2483999729156494,71160
2020-07-13,1.2733999490737915,1.2913000583648682,1.2441999912261963,1.278499960899353,62685
2020-07-14,1.2474000453948975,1.2597999572753906,1.2170000076293945,1.2490999698638916,60946
2020-07-15,1.2645000219345093,1.2770999670028687,1.2447999715805054,1.2573000192642212,50031
2020-07-16,1.2338999509811401,1.264799952507019,1.2254999876022339,1.2624000310897827,44279
2020-07-17,1.2244999408721924,1.2369999885559082,1.1938999891281128,1.2338999509811401,53015
2020-07-20,1.2285000085830688,1.235200047492981,1.2014000415802002,1.2244999408721924,30823
2020-07-21,1.2797000408172607,1.2868000268936157,1.2235000133514404,1.2265000343322754,28506
2020-07-22,1.2827999591827393,1.2908999919891357,1.2620999813079834,1.277500033378601,23977
2020-07-23,1.2585999965667725,1.299399971961975,1.2552000284194946,1.2848999500274658,23101
2020-07-24,1.2848000526428223,1.2899999618530273,1.2542999982833862,1.2630000114440918,22148
2020-07-27,1.2747000455856323,1.2879999876022339,1.2450000047683716,1.2848000526428223,22331
2020-07-28,1.2655999660491943,1.2872999906539917,1.2519999742507935,1.2762000560760498,21551
2020-07-29,1.2415000200271606,1.2687000036239624,1.2381000518798828,1.2581000328063965,15347
2020-07-30,1.2203999757766724,1.242799997329712,1.1610000133514404,1.242799997329712,16872
2020-07-31,1.1871000528335571,1.2378000020980835,1.1748000383377075,1.2369999885559082,72054
2020-08-03,1.2130999565124512,1.228700041770935,1.1556999683380127,1.1740000247955322,63324
2020-08-04,1.2143000364303589,1.2310999631881714,1.1886999607086182,1.2130999565124512,45084
2020-08-05,1.2228000164031982,1.2646000385284424,1.2092000246047974,1.2115999460220337,43879
2020-08-06,1.2280999422073364,1.2496000528335571,1.2138999700546265,1.2230000495910645,41364
2020-08-07,1.2075999975204468,1.2378000020980835,1.1956000328063965,1.2315000295639038,65056
2020-08-10,1.2293000221252441,1.2490999698638916,1.2080999612808228,1.219499945640564,61142
2020-08-11,1.2044999599456787,1.260599970817566,1.2015000581741333,1.232100009918213,61828
2020-08-12,1.2438000440597534,1.2482000589370728,1.2066999673843384,1.2095999717712402,54239
2020-08-13,1.2347999811172485,1.2496000528335571,1.2175999879837036,1.243499994277954,53800
2020-08-14,1.2446000576019287,1.253000020980835,1.2257000207901,1.2364000082015991,47703
2020-08-17,1.2699999809265137,1.2914999723434448,1.2474000453948975,1.252500057220459,67316
2020-08-18,1.2829999923706055,1.2843999862670898,1.252500057220459,1.2731000185012817,37992
2020-08-19,1.2905000448226929,1.291599988937378,1.25,1.2589999437332153,32888
2020-08-20,1.2964999675750732,1.3030999898910522,1.24590003490448,1.2860000133514404,33708
2020-08-21,1.28410005569458,1.3113000392913818,1.2552000284194946,1.2980999946594238,35308
2020-08-24,1.3671000003814697,1.3803000450134277,1.2942999601364136,1.2942999601364136,43533
2020-08-25,1.395900011062622,1.4394999742507935,1.3631000518798828,1.3701000213623047,53377
2020-08-26,1.3605999946594238,1.399999976158142,1.3264000415802002,1.399999976158142,39689
2020-08-27,1.284500002861023,1.3743000030517578,1.2690000534057617,1.3553999662399292,22824
2020-08-28,1.315500020980835,1.3187999725341797,1.2690000534057617,1.2785999774932861,19068
2020-08-31,1.2761000394821167,1.3244999647140503,1.2626999616622925,1.3241000175476074,49301
2020-09-01,1.2246999740600586,1.2444000244140625,1.2194000482559204,1.2223999500274658,45255
2020-09-02,1.2020000219345093,1.246999979019165,1.1923999786376953,1.2359000444412231,60644
